Product ID,Product Name,Sub Category,Category,Flag
1046,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Furnishings,Furniture,Unselected
1047,"Cisco Speaker Phone, Full Size",Phones,Technology,Unselected
1048,"Hewlett Ink, High-Speed",Copiers,Technology,Unselected
1049,Cisco IP Phone 7961G-GE VoIP phone,Phones,Technology,Unselected
1050,Global Deluxe Office Fabric Chairs,Chairs,Furniture,Unselected
1051,"Advantus Rubber Bands, Bulk Pack",Fasteners,Office Supplies,Unselected
1052,"Enermax Keyboard, Programmable",Accessories,Technology,Unselected
1053,"Bevis Computer Table, Adjustable Height",Tables,Furniture,Unselected
1054,"Global Value Steno Chair, Gray",Chairs,Furniture,Unselected
1055,Mophie Juice Pack Helium for iPhone,Phones,Technology,Unselected
1056,"Novimex Steel Folding Chair, Black",Chairs,Furniture,Unselected
1057,"Stanley Canvas, Water Color",Art,Office Supplies,Unselected
1058,"Chromcraft Training Table, Rectangular",Tables,Furniture,Unselected
1059,Hon Racetrack Conference Tables,Tables,Furniture,Unselected
1060,"Barricks Coffee Table, Fully Assembled",Tables,Furniture,Unselected
1061,"Green Bar Message Books, Recycled",Paper,Office Supplies,Unselected
1062,"Office Star Chairmat, Black",Chairs,Furniture,Unselected
1063,"Hewlett Personal Copier, Digital",Copiers,Technology,Unselected
1064,"Cuisinart Blender, Black",Appliances,Office Supplies,Unselected
1065,"Lesro Coffee Table, Fully Assembled",Tables,Furniture,Unselected
1066,Premier Electric Letter Opener,Supplies,Office Supplies,Unselected
1067,"Safco Corner Shelving, Mobile",Bookcases,Furniture,Unselected
1068,"Xerox Cards & Envelopes, 8.5 x 11",Paper,Office Supplies,Unselected
1069,Harmony Air Purifier,Appliances,Office Supplies,Unselected
1070,Space Solutions Commercial Steel Shelving,Storage,Office Supplies,Unselected
1071,Pyle PMP37LED,Phones,Technology,Unselected
1072,"Cameo Interoffice Envelope, Security-Tint",Envelopes,Office Supplies,Unselected
1073,"Fiskars Trimmer, Steel",Supplies,Office Supplies,Unselected
1074,"Enermax Flash Drive, USB",Accessories,Technology,Unselected
1075,"Tenex Frame, Durable",Furnishings,Furniture,Unselected
1076,"Bush 3-Shelf Cabinet, Traditional",Bookcases,Furniture,Unselected
1077,Hon 2111 Invitation Series Straight Table,Tables,Furniture,Unselected
1078,Compact Automatic Electric Letter Opener,Supplies,Office Supplies,Unselected
1079,"Apple Headset, VoIP",Phones,Technology,Unselected
1080,Konftel 250 ConferenceÊphoneÊ- Charcoal black,Phones,Technology,Unselected
1081,Logitech G700s Rechargeable Gaming Mouse,Accessories,Technology,Unselected
1082,ClearOne Communications CHAT 70 OCÊSpeaker Phone,Phones,Technology,Unselected
1083,"Bush Floating Shelf Set, Metal",Bookcases,Furniture,Unselected
1084,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Storage,Office Supplies,Unselected
1085,"Tenex Frame, Erganomic",Furnishings,Furniture,Unselected
1086,"Epson Phone, Durable",Machines,Technology,Unselected
1087,"Hon Steel Folding Chair, Black",Chairs,Furniture,Unselected
1088,"Hon Chairmat, Set of Two",Chairs,Furniture,Unselected
1089,"Smead Shelving, Industrial",Storage,Office Supplies,Unselected
1090,GBC DocuBind P50 Personal Binding Machine,Binders,Office Supplies,Unselected
1091,Multimedia Mailers,Envelopes,Office Supplies,Unselected
1092,"BIC Canvas, Easy-Erase",Art,Office Supplies,Unselected
1093,Mitel 5320 IP Phone VoIP phone,Phones,Technology,Unselected
1094,"Lesro Coffee Table, Rectangular",Tables,Furniture,Unselected
1095,"Green Bar Computer Printout Paper, 8.5 x 11",Paper,Office Supplies,Unselected
1096,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs,Furniture,Unselected
1097,"Fiskars Shears, Easy Grip",Supplies,Office Supplies,Unselected
1098,Avaya 5420 Digital phone,Phones,Technology,Unselected
1099,"Harbour Creations Chairmat, Set of Two",Chairs,Furniture,Unselected
1100,"Cisco Office Telephone, Cordless",Phones,Technology,Unselected
1101,"Smead Shelving, Wire Frame",Storage,Office Supplies,Unselected
1102,"Office Star Chairmat, Set of Two",Chairs,Furniture,Unselected
1103,"Brother Personal Copier, Digital",Copiers,Technology,Unselected
1104,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,Furniture,Unselected
1105,"Office Star Chairmat, Adjustable",Chairs,Furniture,Unselected
1106,"Lesro Round Back Collection Coffee Table, End Table",Tables,Furniture,Unselected
1107,Star Micronics TSP800 TSP847IIU Receipt Printer,Machines,Technology,Unselected
1108,"Motorola Office Telephone, with Caller ID",Phones,Technology,Unselected
1109,"Epson Receipt Printer, White",Machines,Technology,Unselected
1110,"Konica Inkjet, Durable",Machines,Technology,Unselected
1111,"Ikea Corner Shelving, Pine",Bookcases,Furniture,Unselected
1112,"Hon Round Table, Fully Assembled",Tables,Furniture,Unselected
1113,"Breville Coffee Grinder, White",Appliances,Office Supplies,Unselected
1114,"Sharp Ink, Laser",Copiers,Technology,Unselected
1115,"KitchenAid Toaster, Red",Appliances,Office Supplies,Unselected
1116,"Ikea 3-Shelf Cabinet, Traditional",Bookcases,Furniture,Unselected
1117,"HP Ink, High-Speed",Copiers,Technology,Unselected
1118,Ibico EB-19 Dual Function Manual Binding System,Binders,Office Supplies,Unselected
1119,"Advantus Photo Frame, Black",Furnishings,Furniture,Unselected
1120,Toshiba IPT2010-SD IPÊTelephone,Phones,Technology,Unselected
1121,"Eldon Frame, Durable",Furnishings,Furniture,Unselected
1122,"Hamilton Beach Toaster, Black",Appliances,Office Supplies,Unselected
1123,"Harbour Creations Bag Chairs, Red",Chairs,Furniture,Unselected
1124,"Konica Calculator, Wireless",Machines,Technology,Unselected
1125,"GlobeWeis Interoffice Envelope, Recycled",Envelopes,Office Supplies,Unselected
1126,"Okidata Receipt Printer, Durable",Machines,Technology,Unselected
1127,"Ames Mailers, Set of 50",Envelopes,Office Supplies,Unselected
1128,"Logitech Memory Card, Programmable",Accessories,Technology,Unselected
1129,"Deflect-O Frame, Duo Pack",Furnishings,Furniture,Unselected
1130,"Hoover Toaster, Black",Appliances,Office Supplies,Unselected
1131,"Chromcraft Wood Table, Fully Assembled",Tables,Furniture,Unselected
1132,"Enermax Numeric Keypad, Bluetooth",Accessories,Technology,Unselected
1133,Hon 4-Shelf Metal Bookcases,Bookcases,Furniture,Unselected
1134,"Elite Trimmer, Easy Grip",Supplies,Office Supplies,Unselected
1135,"Hamilton Beach Blender, Silver",Appliances,Office Supplies,Unselected
1136,"HP Personal Copier, High-Speed",Copiers,Technology,Unselected
1137,"Panasonic Card Printer, Red",Machines,Technology,Unselected
1138,HTC One,Phones,Technology,Unselected
1139,"Belkin Memory Card, Erganomic",Accessories,Technology,Unselected
1140,"KitchenAid Coffee Grinder, White",Appliances,Office Supplies,Unselected
1141,"Fiskars Trimmer, Easy Grip",Supplies,Office Supplies,Unselected
1142,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furnishings,Furniture,Unselected
1143,"Bush 3-Shelf Cabinet, Metal",Bookcases,Furniture,Unselected
1144,"Binney & Smith Canvas, Fluorescent",Art,Office Supplies,Unselected
1145,"Avery Binding Machine, Clear",Binders,Office Supplies,Unselected
1146,"Belkin Mouse, Bluetooth",Accessories,Technology,Unselected
1147,"Kraft Interoffice Envelope, Set of 50",Envelopes,Office Supplies,Unselected
1148,"Logitech Memory Card, USB",Accessories,Technology,Unselected
1149,Jabra SPEAK 410,Phones,Technology,Unselected
1150,"SAFCO Chairmat, Black",Chairs,Furniture,Unselected
1151,"Office Star Bag Chairs, Set of Two",Chairs,Furniture,Unselected
1152,"SAFCO Steel Folding Chair, Black",Chairs,Furniture,Unselected
1153,"Hoover Blender, Black",Appliances,Office Supplies,Unselected
1154,"Deflect-O Frame, Black",Furnishings,Furniture,Unselected
1155,"Samsung Headset, VoIP",Phones,Technology,Unselected
1156,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,Furniture,Unselected
1157,"SanDisk Memory Card, Erganomic",Accessories,Technology,Unselected
1158,"Cisco Speaker Phone, VoIP",Phones,Technology,Unselected
1159,"SanDisk Cards & Envelopes, Multicolor",Paper,Office Supplies,Unselected
1160,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Bookcases,Furniture,Unselected
1161,"SAFCO Chairmat, Set of Two",Chairs,Furniture,Unselected
1162,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Phones,Technology,Unselected
1163,"Sauder Stackable Bookrack, Traditional",Bookcases,Furniture,Unselected
1164,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Labels,Office Supplies,Unselected
1165,"Advantus Frame, Duo Pack",Furnishings,Furniture,Unselected
1166,"Sanford Canvas, Blue",Art,Office Supplies,Unselected
1167,"Ibico Binding Machine, Recycled",Binders,Office Supplies,Unselected
1168,"Okidata Card Printer, Wireless",Machines,Technology,Unselected
1169,"Hamilton Beach Toaster, Red",Appliances,Office Supplies,Unselected
1170,"Logitech Numeric Keypad, Erganomic",Accessories,Technology,Unselected
1171,"KitchenAid Toaster, White",Appliances,Office Supplies,Unselected
1172,"Ikea Floating Shelf Set, Metal",Bookcases,Furniture,Unselected
1173,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Accessories,Technology,Unselected
1174,Global Highback Leather Tilter in Burgundy,Chairs,Furniture,Unselected
1175,"Dania Corner Shelving, Metal",Bookcases,Furniture,Unselected
1176,Bush Somerset Collection Bookcase,Bookcases,Furniture,Unselected
1177,"Plantronics CS 50-USB -ÊheadsetÊ- Convertible, Monaural",Phones,Technology,Unselected
1178,"Boston Canvas, Water Color",Art,Office Supplies,Unselected
1179,"Carina Mini System Audio Rack, Model AR050B",Storage,Office Supplies,Unselected
1180,"Acco Binding Machine, Clear",Binders,Office Supplies,Unselected
1181,"Cisco Headset, with Caller ID",Phones,Technology,Unselected
1182,"Novimex Bag Chairs, Black",Chairs,Furniture,Unselected
1183,"Binney & Smith Markers, Water Color",Art,Office Supplies,Unselected
1184,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,Furniture,Unselected
1185,"Fellowes Shelving, Blue",Storage,Office Supplies,Unselected
1186,Cisco SPA525G2 5-Line IP Phone,Machines,Technology,Unselected
1187,"Deflect-O Door Stop, Erganomic",Furnishings,Furniture,Unselected
1188,"Novimex Rocking Chair, Red",Chairs,Furniture,Unselected
1189,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Accessories,Technology,Unselected
1190,"Barricks Computer Table, Adjustable Height",Tables,Furniture,Unselected
1191,"Cameo Interoffice Envelope, Set of 50",Envelopes,Office Supplies,Unselected
1192,"Konica Phone, Red",Machines,Technology,Unselected
1193,"Konica Card Printer, White",Machines,Technology,Unselected
1194,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,Furniture,Unselected
1195,"BIC Sketch Pad, Water Color",Art,Office Supplies,Unselected
1196,Cisco 8x8 Inc. 6753i IP Business Phone System,Phones,Technology,Unselected
1197,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Appliances,Office Supplies,Unselected
1198,Xerox 1914,Paper,Office Supplies,Unselected
1199,"Rubbermaid Photo Frame, Black",Furnishings,Furniture,Unselected
1200,Sensible Storage WireTech Storage Systems,Storage,Office Supplies,Unselected
1201,"Elite Scissors, Serrated",Supplies,Office Supplies,Unselected
1202,"Samsung Office Telephone, Cordless",Phones,Technology,Unselected
1203,"Office Star Bag Chairs, Red",Chairs,Furniture,Unselected
1204,Deflect-o Glass Clear Studded Chair Mats,Furnishings,Furniture,Unselected
1205,"SanDisk Memory Card, Programmable",Accessories,Technology,Unselected
1206,"Hon Steel Folding Chair, Set of Two",Chairs,Furniture,Unselected
1207,"Fellowes File Cart, Blue",Storage,Office Supplies,Unselected
1208,"Avery Binding Machine, Economy",Binders,Office Supplies,Unselected
1209,Logitech Wireless Anywhere Mouse MX for PC and Mac,Accessories,Technology,Unselected
1210,"Enermax Note Cards, 8.5 x 11",Paper,Office Supplies,Unselected
1211,"Ibico Binding Machine, Durable",Binders,Office Supplies,Unselected
1212,Honeywell Quietcare HEPA Air Cleaner,Appliances,Office Supplies,Unselected
1213,Cameo Buff Policy Envelopes,Envelopes,Office Supplies,Unselected
1214,"Rogers Trays, Single Width",Storage,Office Supplies,Unselected
1215,"Hon Steel Folding Chair, Red",Chairs,Furniture,Unselected
1216,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Phones,Technology,Unselected
1217,"Samsung Office Telephone, Full Size",Phones,Technology,Unselected
1218,"Nokia Office Telephone, Cordless",Phones,Technology,Unselected
1219,"Belkin Memory Card, USB",Accessories,Technology,Unselected
1220,"Situations Contoured Folding Chairs, 4/Set",Chairs,Furniture,Unselected
1221,AT&T 1080 Corded phone,Phones,Technology,Unselected
1222,"Hoover Coffee Grinder, Red",Appliances,Office Supplies,Unselected
1223,Xerox 1917,Paper,Office Supplies,Unselected
1224,"Belkin Mouse, Programmable",Accessories,Technology,Unselected
1225,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,Furniture,Unselected
1226,"Sanford Canvas, Fluorescent",Art,Office Supplies,Unselected
1227,Sanford 52201 APSCO Electric Pencil Sharpener,Art,Office Supplies,Unselected
1228,"Okidata Receipt Printer, White",Machines,Technology,Unselected
1229,"Hoover Toaster, Red",Appliances,Office Supplies,Unselected
1230,"Breville Toaster, Silver",Appliances,Office Supplies,Unselected
1231,"Samsung Office Telephone, VoIP",Phones,Technology,Unselected
1232,"Advantus Clock, Duo Pack",Furnishings,Furniture,Unselected
1233,Xerox 1943,Paper,Office Supplies,Unselected
1234,"Cisco Office Telephone, VoIP",Phones,Technology,Unselected
1235,"Sauder Mission Library with Doors, Fruitwood Finish",Bookcases,Furniture,Unselected
1236,"Belkin Memory Card, Bluetooth",Accessories,Technology,Unselected
1237,"Panasonic Card Printer, Durable",Machines,Technology,Unselected
1238,"Okidata Phone, Wireless",Machines,Technology,Unselected
1239,"Tenex Shelving, Industrial",Storage,Office Supplies,Unselected
1240,Luxo Adjustable Task Clamp Lamp,Furnishings,Furniture,Unselected
1241,"StarTech Phone, Wireless",Machines,Technology,Unselected
1242,"Advantus Photo Frame, Durable",Furnishings,Furniture,Unselected
1243,"Nokia Office Telephone, with Caller ID",Phones,Technology,Unselected
1244,"Wilson Jones Binding Machine, Recycled",Binders,Office Supplies,Unselected
1245,"Ibico 3-Hole Punch, Recycled",Binders,Office Supplies,Unselected
1246,"Nokia Audio Dock, with Caller ID",Phones,Technology,Unselected
1247,"Fiskars Letter Opener, Easy Grip",Supplies,Office Supplies,Unselected
1248,"Cardinal 3-Hole Punch, Recycled",Binders,Office Supplies,Unselected
1249,Ames Color-File Green Diamond Border X-ray Mailers,Envelopes,Office Supplies,Unselected
1250,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,Furniture,Unselected
1251,"GlobeWeis Mailers, with clear poly window",Envelopes,Office Supplies,Unselected
1252,"BIC Canvas, Blue",Art,Office Supplies,Unselected
1253,"Novimex Steel Folding Chair, Set of Two",Chairs,Furniture,Unselected
1254,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders,Office Supplies,Unselected
1255,"Panasonic Receipt Printer, Durable",Machines,Technology,Unselected
1256,"Enermax Mouse, Bluetooth",Accessories,Technology,Unselected
1257,"Okidata Phone, Durable",Machines,Technology,Unselected
1258,Hon Valutask Swivel Chairs,Chairs,Furniture,Unselected
1259,"KitchenAid Toaster, Black",Appliances,Office Supplies,Unselected
1260,"Brother Ink, Digital",Copiers,Technology,Unselected
1261,"Motorola Signal Booster, with Caller ID",Phones,Technology,Unselected
1262,"Ikea Corner Shelving, Metal",Bookcases,Furniture,Unselected
1263,Space Solutions Industrial Galvanized Steel Shelving.,Storage,Office Supplies,Unselected
1264,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Storage,Office Supplies,Unselected
1265,"Enermax Keyboard, USB",Accessories,Technology,Unselected
1266,Logitech G35 7.1-Channel Surround Sound Headset,Accessories,Technology,Unselected
1267,"Novimex Bag Chairs, Red",Chairs,Furniture,Unselected
1268,"Acme Box Cutter, Easy Grip",Supplies,Office Supplies,Unselected
1269,"SanDisk Mouse, Erganomic",Accessories,Technology,Unselected
1270,Lexmark X 9575 Professional All-in-One Color Printer,Machines,Technology,Unselected
1271,Aastra 6757i CT Wireless VoIP phone,Phones,Technology,Unselected
1272,Logitech G602 Wireless Gaming Mouse,Accessories,Technology,Unselected
1273,Harbour Creations Steel Folding Chair,Chairs,Furniture,Unselected
1274,"Hon Rocking Chair, Adjustable",Chairs,Furniture,Unselected
1275,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Appliances,Office Supplies,Unselected
1276,"Enermax Keyboard, Erganomic",Accessories,Technology,Unselected
1277,"SanDisk Message Books, Recycled",Paper,Office Supplies,Unselected
1278,"Epson Phone, Wireless",Machines,Technology,Unselected
1279,"Smead Trays, Industrial",Storage,Office Supplies,Unselected
1280,"Ames Interoffice Envelope, Security-Tint",Envelopes,Office Supplies,Unselected
1281,"Bush 3-Shelf Cabinet, Mobile",Bookcases,Furniture,Unselected
1282,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Art,Office Supplies,Unselected
1283,"Rubbermaid Clock, Erganomic",Furnishings,Furniture,Unselected
1284,"Eldon Photo Frame, Duo Pack",Furnishings,Furniture,Unselected
1285,Sharp 1540cs Digital Laser Copier,Copiers,Technology,Unselected
1286,Nokia Lumia 925,Phones,Technology,Unselected
1287,ImationÊSecure+ Hardware Encrypted USB 2.0ÊFlash Drive; 16GB,Accessories,Technology,Unselected
1288,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,Office Supplies,Unselected
1289,"Memorex Numeric Keypad, Erganomic",Accessories,Technology,Unselected
1290,Enermax Aurora Lite Keyboard,Accessories,Technology,Unselected
1291,"Hon Bag Chairs, Red",Chairs,Furniture,Unselected
1292,"Office Star Swivel Stool, Black",Chairs,Furniture,Unselected
1293,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Tables,Furniture,Unselected
1294,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Art,Office Supplies,Unselected
1295,"Motorola Office Telephone, Cordless",Phones,Technology,Unselected
1296,"Apple Office Telephone, Full Size",Phones,Technology,Unselected
1297,"Kleencut Trimmer, Serrated",Supplies,Office Supplies,Unselected
1298,"Samsung Headset, Cordless",Phones,Technology,Unselected
1299,"Padded Folding Chairs, Black, 4/Carton",Chairs,Furniture,Unselected
1300,Bevis Boat-Shaped Conference Table,Tables,Furniture,Unselected
1301,"Rogers Shelving, Blue",Storage,Office Supplies,Unselected
1302,Novimex Turbo Task Chair,Chairs,Furniture,Unselected
1303,"Stiletto Trimmer, Serrated",Supplies,Office Supplies,Unselected
1304,"Hoover Toaster, Silver",Appliances,Office Supplies,Unselected
1305,"Novimex Bag Chairs, Adjustable",Chairs,Furniture,Unselected
1306,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furnishings,Furniture,Unselected
1307,"Ames Interoffice Envelope, Set of 50",Envelopes,Office Supplies,Unselected
1308,"Eldon Trays, Wire Frame",Storage,Office Supplies,Unselected
1309,"BIC Highlighters, Water Color",Art,Office Supplies,Unselected
1310,"BIC Pencil Sharpener, Blue",Art,Office Supplies,Unselected
1311,"Smead Trays, Single Width",Storage,Office Supplies,Unselected
1312,"Cameo Mailers, with clear poly window",Envelopes,Office Supplies,Unselected
1313,"Logitech Numeric Keypad, Programmable",Accessories,Technology,Unselected
1314,"BIC Sketch Pad, Blue",Art,Office Supplies,Unselected
1315,"Bevis Coffee Table, with Bottom Storage",Tables,Furniture,Unselected
1316,Xerox 1934,Paper,Office Supplies,Unselected
1317,Grandstream GXP2100 Mainstream Business Phone,Phones,Technology,Unselected
1318,"Motorola Speaker Phone, with Caller ID",Phones,Technology,Unselected
1319,"Belkin 325VA UPS Surge Protector, 6'",Appliances,Office Supplies,Unselected
1320,"Dania 3-Shelf Cabinet, Traditional",Bookcases,Furniture,Unselected
1321,Panasonic BusinessÊTelephonesÊKX-T7736,Phones,Technology,Unselected
1322,"Hon Coffee Table, Fully Assembled",Tables,Furniture,Unselected
1323,"Stanley Sketch Pad, Fluorescent",Art,Office Supplies,Unselected
1324,Blue Parrot B250XT Professional Grade Wireless BluetoothÊHeadsetÊwith,Phones,Technology,Unselected
1325,KI Conference Tables,Tables,Furniture,Unselected
1326,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Machines,Technology,Unselected
1327,"BIC Markers, Water Color",Art,Office Supplies,Unselected
1328,"Binney & Smith Sketch Pad, Blue",Art,Office Supplies,Unselected
1329,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Storage,Office Supplies,Unselected
1330,Safco Industrial Wire Shelving System,Storage,Office Supplies,Unselected
1331,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Appliances,Office Supplies,Unselected
1332,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage,Office Supplies,Unselected
1333,"Hamilton Beach Coffee Grinder, Black",Appliances,Office Supplies,Unselected
1334,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,Office Supplies,Unselected
1335,"Cisco Headset, VoIP",Phones,Technology,Unselected
1336,"Harbour Creations Steel Folding Chair, Red",Chairs,Furniture,Unselected
1337,White Computer Printout Paper by Universal,Paper,Office Supplies,Unselected
1338,"BIC Sketch Pad, Fluorescent",Art,Office Supplies,Unselected
1339,"KitchenAid Blender, White",Appliances,Office Supplies,Unselected
1340,"Eldon Door Stop, Erganomic",Furnishings,Furniture,Unselected
1341,Cisco IPÊPhoneÊ7961G VoIPÊphoneÊ- Dark gray,Phones,Technology,Unselected
1342,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture,Unselected
1343,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furnishings,Furniture,Unselected
1344,"Stanley Pencil Sharpener, Fluorescent",Art,Office Supplies,Unselected
1345,"Ibico Binding Machine, Economy",Binders,Office Supplies,Unselected
1346,AT&T 841000 Phone,Phones,Technology,Unselected
1347,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,Office Supplies,Unselected
1348,"Lesro Coffee Table, Adjustable Height",Tables,Furniture,Unselected
1349,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furnishings,Furniture,Unselected
1350,"Eldon Shelving, Single Width",Storage,Office Supplies,Unselected
1351,"Barricks Training Table, Fully Assembled",Tables,Furniture,Unselected
1352,"Hon Bag Chairs, Adjustable",Chairs,Furniture,Unselected
1353,"Hon Training Table, with Bottom Storage",Tables,Furniture,Unselected
1354,Green Bar Computer Printout Paper,Paper,Office Supplies,Unselected
1355,"Global Leather & Oak Executive Chair, Burgundy",Chairs,Furniture,Unselected
1356,"Enermax Memory Card, Erganomic",Accessories,Technology,Unselected
1357,"Leather Task Chair, Black",Chairs,Furniture,Unselected
1358,"Epson Printer, Wireless",Machines,Technology,Unselected
1359,Bevis Steel Folding Chairs,Chairs,Furniture,Unselected
1360,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,Furniture,Unselected
1361,"SAFCO Bag Chairs, Red",Chairs,Furniture,Unselected
1362,"Harbour Creations Bag Chairs, Set of Two",Chairs,Furniture,Unselected
1363,Fellowes Bankers Box Recycled Super Stor/Drawer,Storage,Office Supplies,Unselected
1364,AT&T TR1909W,Phones,Technology,Unselected
1365,"Stanley Canvas, Easy-Erase",Art,Office Supplies,Unselected
1366,"Panasonic Calculator, Red",Machines,Technology,Unselected
1367,"Sharp Ink, Digital",Copiers,Technology,Unselected
1368,"SanDisk Keyboard, Erganomic",Accessories,Technology,Unselected
1369,"KitchenAid Toaster, Silver",Appliances,Office Supplies,Unselected
1370,"Panasonic Phone, Durable",Machines,Technology,Unselected
1371,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Paper,Office Supplies,Unselected
1372,"Eaton Cards & Envelopes, Premium",Paper,Office Supplies,Unselected
1373,"Epson Calculator, Red",Machines,Technology,Unselected
1374,"Belkin Mouse, USB",Accessories,Technology,Unselected
1375,"Rogers Trays, Wire Frame",Storage,Office Supplies,Unselected
1376,"Xerox Cards & Envelopes, Recycled",Paper,Office Supplies,Unselected
1377,"Harbour Creations Bag Chairs, Black",Chairs,Furniture,Unselected
1378,"Fellowes Trays, Single Width",Storage,Office Supplies,Unselected
1379,"Chromcraft Coffee Table, Fully Assembled",Tables,Furniture,Unselected
1380,"Howard Miller 16"" Diameter Gallery Wall Clock",Furnishings,Furniture,Unselected
1381,"Ames Mailers, Recycled",Envelopes,Office Supplies,Unselected
1382,"Enermax Mouse, Programmable",Accessories,Technology,Unselected
1383,"Tenex Shelving, Wire Frame",Storage,Office Supplies,Unselected
1384,"Tenex Trays, Wire Frame",Storage,Office Supplies,Unselected
1385,Logitech Wireless Marathon Mouse M705,Accessories,Technology,Unselected
1386,"Acco 3-Hole Punch, Economy",Binders,Office Supplies,Unselected
1387,"SAFCO Steel Folding Chair, Adjustable",Chairs,Furniture,Unselected
1388,"Eaton Cards & Envelopes, Recycled",Paper,Office Supplies,Unselected
1389,"Apple Office Telephone, Cordless",Phones,Technology,Unselected
1390,Fellowes Recycled Storage Drawers,Storage,Office Supplies,Unselected
1391,"Hoover Toaster, White",Appliances,Office Supplies,Unselected
1392,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,Office Supplies,Unselected
1393,"Advantus Stacking Tray, Durable",Furnishings,Furniture,Unselected
1394,WD My Passport Ultra 500GB Portable External Hard Drive,Accessories,Technology,Unselected
1395,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Bookcases,Furniture,Unselected
1396,"Advantus Clock, Black",Furnishings,Furniture,Unselected
1397,"Chromcraft Training Table, with Bottom Storage",Tables,Furniture,Unselected
1398,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furnishings,Furniture,Unselected
1399,"Kraft Interoffice Envelope, Security-Tint",Envelopes,Office Supplies,Unselected
1400,"Green Bar Cards & Envelopes, Multicolor",Paper,Office Supplies,Unselected
1401,"Sanford Pencil Sharpener, Fluorescent",Art,Office Supplies,Unselected
1402,"Eldon Clock, Erganomic",Furnishings,Furniture,Unselected
1403,"Nokia Office Telephone, VoIP",Phones,Technology,Unselected
1404,"SanDisk Numeric Keypad, Erganomic",Accessories,Technology,Unselected
1405,"SanDisk Flash Drive, USB",Accessories,Technology,Unselected
1406,"Sharp Personal Copier, Color",Copiers,Technology,Unselected
1407,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furnishings,Furniture,Unselected
1408,"Global Geo Office Task Chair, Gray",Chairs,Furniture,Unselected
1409,Xerox 1916,Paper,Office Supplies,Unselected
1410,"BIC Markers, Fluorescent",Art,Office Supplies,Unselected
1411,"Dania Floating Shelf Set, Pine",Bookcases,Furniture,Unselected
1412,"Memorex Mouse, Erganomic",Accessories,Technology,Unselected
1413,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Appliances,Office Supplies,Unselected
1414,"Deflect-O Photo Frame, Durable",Furnishings,Furniture,Unselected
1415,"Maxell 74 Minute CD-R Spindle, 50/Pack",Accessories,Technology,Unselected
1416,"Samsung Headset, Full Size",Phones,Technology,Unselected
1417,Panasonic Kx-TS550,Phones,Technology,Unselected
1418,"Rubbermaid Stacking Tray, Black",Furnishings,Furniture,Unselected
